slice_region,region_id,region_area
6-53,blood_451,2220.5
6-54,blood_452,706.0
6-55,blood_455,2667.0
6-56,blood_456,1277.5
6-57,blood_468,488.5
6-58,blood_469,552.0
6-59,blood_471,363.0
6-60,blood_473,498.0
6-61,blood_474,730.0
6-62,blood_475,620.0
6-63,blood_476,380.0
6-64,blood_477,386.0
6-65,blood_479,576.0
6-66,blood_481,520.0
6-67,blood_484,367.5
6-68,blood_485,2976.0
6-69,blood_486,147.5
6-70,blood_491,703.5
7-0,blood_689,6473.5
7-1,blood_691,208.5
7-2,blood_706,127.5
7-3,blood_707,5071.0
7-4,blood_712,14250.0
7-5,blood_721,231.5
7-6,blood_723,344.0
7-7,blood_724,2042.0
7-8,blood_726,258.5
7-9,blood_727,253.0
7-10,blood_729,218.0
7-11,blood_738,1408.0
7-12,blood_740,604.0
7-13,blood_741,583.0
7-14,blood_742,737.5
7-15,blood_746,2814.0
7-16,blood_747,1702.5
7-17,blood_751,895.5
7-18,blood_752,771.0
7-19,blood_753,922.0
7-20,blood_754,4870.0
7-21,blood_756,788.0
7-22,blood_757,800.0
7-23,blood_759,747.0
7-24,blood_764,989.5
7-25,blood_765,853.5
7-26,blood_767,638.0
7-27,blood_770,943.0
7-28,blood_771,445.5
7-29,blood_772,651.0
7-30,blood_773,769.0
7-31,blood_774,585.5
7-32,blood_775,1233.0
7-33,blood_776,318.0
7-34,blood_782,710.0
7-35,blood_783,313.5
7-36,blood_785,539.0
7-37,blood_787,346.5
7-38,blood_788,196.0
7-39,blood_791,480.0
7-40,blood_793,313.5
7-41,blood_795,323.5
7-42,blood_802,382.0
7-43,blood_806,82.5
7-44,blood_807,442.5
7-45,blood_808,668.0
7-46,blood_809,412.0
7-47,blood_810,805.0
7-48,blood_811,157.0
7-49,blood_812,515.5
7-50,blood_814,772.0
7-51,blood_815,343.5
7-52,blood_816,2723.5
7-53,blood_817,331.0
7-54,blood_818,412.0
7-55,blood_819,614.5
7-56,blood_822,1668.0
7-57,blood_823,107.0
7-58,blood_825,171.0
7-59,blood_826,2494.5
7-60,blood_827,143.5
7-61,blood_828,525.0
7-62,blood_829,283.5
7-63,blood_831,744.0
7-64,blood_832,502.5
7-65,blood_836,807.0
7-66,blood_837,355.0
7-67,blood_838,756.5
7-68,blood_839,2959.0
7-69,blood_840,283.5
7-70,blood_841,718.5
7-71,blood_842,889.5
7-72,blood_843,718.5
7-73,blood_844,520.0
7-74,blood_845,615.0
7-75,blood_847,536.5
7-76,blood_848,1133.5
7-77,blood_851,400.0
7-78,blood_853,575.0
7-79,blood_854,1076.0
7-80,blood_856,898.5
8-0,blood_923,150.0
8-1,blood_935,3898.0
8-2,blood_941,132.5
8-3,blood_952,1698.0
8-4,blood_953,178.5
8-5,blood_956,396.5
8-6,blood_959,826.0
8-7,blood_961,791.5
8-8,blood_971,101.5
8-9,blood_973,94.0
8-10,blood_974,131.5
8-11,blood_975,1790.5
8-12,blood_978,722.0
8-13,blood_985,379.0
8-14,blood_987,190.5
8-15,blood_988,1466.0
8-16,blood_990,506.5
8-17,blood_991,573.5
8-18,blood_997,2147.0
8-19,blood_998,147.5
8-20,blood_999,118.0
8-21,blood_1003,165.0
8-22,blood_1017,140.5
8-23,blood_1018,201.5
8-24,blood_1020,426.0
8-25,blood_1021,2959.0
8-26,blood_1022,351.5
8-27,blood_1027,760.0
8-28,blood_1030,698.5
8-29,blood_1031,442.5
8-30,blood_1036,235.5
8-31,blood_1040,623.0
8-32,blood_1043,435.5
8-33,blood_1045,219.5
8-34,blood_1048,990.0
8-35,blood_1049,417.0
8-36,blood_1051,590.5
8-37,blood_1053,670.0
8-38,blood_1055,1898.0
8-39,blood_1056,185.0
8-40,blood_1059,302.0
8-41,blood_1062,664.5
8-42,blood_1065,1696.0
8-43,blood_1067,769.5
8-44,blood_1072,2098.0
8-45,blood_1073,472.0
8-46,blood_1082,125.0
8-47,blood_1087,1349.5
8-48,blood_1088,1037.0
8-49,blood_1090,875.5
8-50,blood_1094,293.0
8-51,blood_1099,261.5
8-52,blood_1100,897.5
8-53,blood_1101,1129.5
8-54,blood_1102,462.5
8-55,blood_1105,213.5
8-56,blood_1114,1294.0
8-57,blood_1119,84.5
8-58,blood_1125,322.0
8-59,blood_1130,1343.5
8-60,blood_1133,1001.5
8-61,blood_1134,1484.0
8-62,blood_1139,109.5
8-63,blood_1140,411.5
8-64,blood_1145,645.0
8-65,blood_1146,148.0
8-66,blood_1147,1736.0
8-67,blood_1148,249.0
8-68,blood_1151,192.0
8-69,blood_1153,345.5
8-70,blood_1154,1157.0
8-71,blood_1156,889.5
8-72,blood_1160,851.0
8-73,blood_1161,435.5
8-74,blood_1162,1144.5
8-75,blood_1163,192.0
8-76,blood_1164,877.5
8-77,blood_1165,1814.5
9-0,blood_1235,2555.0
9-1,blood_1236,96.5
9-2,blood_1239,260.5
9-3,blood_1240,574.0
9-4,blood_1241,811.5
9-5,blood_1242,479.5
9-6,blood_1243,669.5
9-7,blood_1244,586.0
9-8,blood_1245,558.0
9-9,blood_1246,299.0
9-10,blood_1247,276.5
9-11,blood_1249,23161.0
9-12,blood_1255,178.0
9-13,blood_1258,437.0
9-14,blood_1259,396.0
9-15,blood_1260,225.5
9-16,blood_1263,1101.0
9-17,blood_1265,1050.5
9-18,blood_1266,948.5
9-19,blood_1267,4085.5
9-20,blood_1269,1139.5
9-21,blood_1270,790.0
9-22,blood_1272,349.5
9-23,blood_1274,856.0
9-24,blood_1275,258.5
9-25,blood_1279,3718.0
9-26,blood_1280,1298.0
9-27,blood_1281,403.0
9-28,blood_1282,1411.5
9-29,blood_1283,130.0
9-30,blood_1285,577.0
9-31,blood_1286,745.0
9-32,blood_1287,193.5
9-33,blood_1288,1882.5
9-34,blood_1291,848.5
9-35,blood_1292,355.5
9-36,blood_1295,257.5
9-37,blood_1296,574.0
9-38,blood_1300,866.0
9-39,blood_1303,670.5
9-40,blood_1308,564.5
9-41,blood_1311,406.0
9-42,blood_1312,925.0
9-43,blood_1313,386.5
9-44,blood_1315,727.5
9-45,blood_1316,234.0
9-46,blood_1318,981.5
9-47,blood_1321,601.0
9-48,blood_1324,596.0
9-49,blood_1325,109.0
9-50,blood_1329,3506.0
9-51,blood_1331,327.5
9-52,blood_1333,678.5
9-53,blood_1336,396.0
9-54,blood_1338,139.5
9-55,blood_1339,995.0
9-56,blood_1340,227.0
9-57,blood_1341,205.0
9-58,blood_1343,841.5
9-59,blood_1344,2835.5
9-60,blood_1348,623.0
9-61,blood_1350,480.0
9-62,blood_1351,1218.0
9-63,blood_1356,235.5
9-64,blood_1358,756.0
9-65,blood_1359,109.0
9-66,blood_1360,386.0
9-67,blood_1361,322.5
9-68,blood_1362,308.0
9-69,blood_1363,3146.5
9-70,blood_1365,1858.0
9-71,blood_1366,130.5
9-72,blood_1367,320.5
9-73,blood_1371,584.5
9-74,blood_1374,1144.0
9-75,blood_1377,1287.5
9-76,blood_1379,997.5
9-77,blood_1381,1341.0
9-78,blood_1388,828.0
9-79,blood_1401,1916.5
9-80,blood_1405,666.0
9-81,blood_1418,1029.5
10-0,blood_1,1824.5
10-1,blood_2,149.5
10-2,blood_3,2243.0
10-3,blood_4,166.5
10-4,blood_5,883.5
10-5,blood_6,498.0
10-6,blood_7,228.5
10-7,blood_8,284.5
10-8,blood_9,10898.5
10-9,blood_10,180.5
10-10,blood_11,174.0
10-11,blood_12,372.5
10-12,blood_13,154.0
10-13,blood_19,752.5
10-14,blood_22,281.0
10-15,blood_26,259.5
10-16,blood_30,602.5
10-17,blood_31,122.5
10-18,blood_33,245.5
10-19,blood_35,158.0
10-20,blood_37,120.0
10-21,blood_44,1511.0
10-22,blood_47,401.0
10-23,blood_52,339.0
10-24,blood_55,326.5
10-25,blood_58,513.5
10-26,blood_62,107.5
10-27,blood_65,695.5
10-28,blood_66,965.0
10-29,blood_69,980.5
10-30,blood_70,452.0
10-31,blood_72,193.5
10-32,blood_73,580.5
10-33,blood_75,1675.0
10-34,blood_79,455.5
10-35,blood_80,448.5
10-36,blood_84,138.0
10-37,blood_85,181.5
10-38,blood_86,206.0
10-39,blood_87,251.0
10-40,blood_93,625.5
10-41,blood_97,220.0
10-42,blood_98,976.0
10-43,blood_102,1154.0
10-44,blood_105,287.0
10-45,blood_107,522.5
10-46,blood_110,5284.5
10-47,blood_113,349.0
10-48,blood_114,423.0
10-49,blood_121,625.5
10-50,blood_124,1476.5
10-51,blood_126,1642.0
10-52,blood_135,134.0
10-53,blood_138,570.5
10-54,blood_142,1901.5
10-55,blood_143,2895.0
10-56,blood_145,1560.5
10-57,blood_148,391.5
10-58,blood_150,549.5
10-59,blood_152,810.0
10-60,blood_157,1054.0
10-61,blood_165,884.0
10-62,blood_169,124.0
10-63,blood_172,1618.0
10-64,blood_177,382.0
10-65,blood_179,103.5
10-66,blood_180,174.5
10-67,blood_181,965.5
10-68,blood_186,331.0
10-69,blood_196,687.0
10-70,blood_200,1318.0
10-71,blood_201,238.5
10-72,blood_205,333.5
10-73,blood_209,1239.0
10-74,blood_213,509.5
10-75,blood_219,197.0
10-76,blood_220,218.0
10-77,blood_223,761.0
10-78,blood_224,362.5
11-0,blood_453,127.5
11-1,blood_457,1373.5
11-2,blood_458,573.5
11-3,blood_459,6739.0
11-4,blood_460,324.5
11-5,blood_461,386.0
11-6,blood_462,193.0
11-7,blood_463,317.5
11-8,blood_464,92.0
11-9,blood_465,630.0
11-10,blood_466,396.0
11-11,blood_467,197.0
11-12,blood_470,297.5
11-13,blood_472,134.0
11-14,blood_478,4837.0
11-15,blood_480,400.5
11-16,blood_483,1108.0
11-17,blood_489,953.0
11-18,blood_490,538.5
11-19,blood_492,1217.5
11-20,blood_493,683.0
11-21,blood_494,375.0
11-22,blood_497,299.0
11-23,blood_499,229.5
11-24,blood_502,296.0
11-25,blood_503,1157.0
11-26,blood_504,719.5
11-27,blood_505,402.5
11-28,blood_508,237.5
11-29,blood_509,1042.5
11-30,blood_511,207.5
11-31,blood_513,399.5
11-32,blood_514,217.0
11-33,blood_516,1357.5
11-34,blood_518,636.5
11-35,blood_519,431.5
11-36,blood_520,343.5
11-37,blood_521,685.0
11-38,blood_522,615.0
11-39,blood_525,437.0
11-40,blood_528,294.0
11-41,blood_529,364.5
11-42,blood_530,1016.0
11-43,blood_532,398.5
11-44,blood_533,291.5
11-45,blood_534,362.0
11-46,blood_537,735.5
11-47,blood_538,105.5
11-48,blood_539,333.0
11-49,blood_540,175.0
11-50,blood_542,356.5
11-51,blood_543,199.5
11-52,blood_545,763.5
11-53,blood_546,237.0
11-54,blood_547,1176.0
11-55,blood_549,528.5
11-56,blood_550,104.5
11-57,blood_551,404.5
11-58,blood_552,159.5
11-59,blood_553,1695.0
11-60,blood_555,1821.5
11-61,blood_556,401.0
11-62,blood_557,687.5
11-63,blood_558,1320.0
11-64,blood_559,6130.5
11-65,blood_560,700.5
11-66,blood_561,831.0
11-67,blood_562,597.0
11-68,blood_563,401.0
11-69,blood_565,1774.5
11-70,blood_566,204.5
11-71,blood_568,2892.0
11-72,blood_569,154.5
11-73,blood_570,702.5
11-74,blood_572,152.5
11-75,blood_575,221.0
11-76,blood_576,189.0
12-0,blood_657,179.5
12-1,blood_668,114.0
12-2,blood_669,131.0
12-3,blood_670,2445.0
12-4,blood_672,897.0
12-5,blood_673,862.5
12-6,blood_675,144.0
12-7,blood_676,185.0
12-8,blood_677,110.0
12-9,blood_678,591.5
12-10,blood_679,681.0
12-11,blood_680,1273.5
12-12,blood_681,115.0
12-13,blood_682,4049.0
12-14,blood_683,223.5
12-15,blood_684,769.5
12-16,blood_685,117.0
12-17,blood_686,1450.5
12-18,blood_687,1325.5
12-19,blood_688,201.5
12-20,blood_690,164.0
12-21,blood_692,548.0
12-22,blood_693,367.0
12-23,blood_694,762.5
12-24,blood_695,558.0
12-25,blood_696,152.5
12-26,blood_697,522.0
12-27,blood_698,603.5
12-28,blood_699,449.5
12-29,blood_700,437.5
12-30,blood_701,365.0
12-31,blood_702,352.0
12-32,blood_705,3655.0
12-33,blood_708,471.5
12-34,blood_710,298.0
12-35,blood_713,197.0
12-36,blood_714,2342.5
12-37,blood_716,435.5
12-38,blood_719,1077.5
12-39,blood_720,544.0
12-40,blood_722,952.5
12-41,blood_725,144.5
12-42,blood_730,972.0
12-43,blood_731,561.5
12-44,blood_733,408.0
12-45,blood_734,795.0
12-46,blood_735,937.5
12-47,blood_736,1617.0
12-48,blood_743,693.0
12-49,blood_744,1507.5
12-50,blood_745,382.0
12-51,blood_750,400.0
12-52,blood_755,1029.0
12-53,blood_758,410.5
12-54,blood_761,2902.5
12-55,blood_762,203.0
12-56,blood_763,900.0
12-57,blood_769,615.5
12-58,blood_777,1061.0
12-59,blood_779,183.0
12-60,blood_781,130.5
13-0,blood_962,166.5
13-1,blood_964,1065.5
13-2,blood_967,1267.5
13-3,blood_969,1102.5
13-4,blood_979,264.0
13-5,blood_986,5121.5
13-6,blood_989,319.0
13-7,blood_992,244.0
13-8,blood_994,178.0
13-9,blood_1000,944.5
13-10,blood_1005,2397.0
13-11,blood_1006,19668.5
13-12,blood_1012,2729.0
13-13,blood_1016,418.0
13-14,blood_1019,177.5
13-15,blood_1032,267.5
13-16,blood_1034,6282.5
13-17,blood_1035,190.0
13-18,blood_1037,603.0
13-19,blood_1041,981.0
13-20,blood_1042,2777.5
13-21,blood_1044,1086.5
13-22,blood_1046,540.5
13-23,blood_1047,395.5
13-24,blood_1050,479.5
13-25,blood_1052,450.5
13-26,blood_1054,255.5
13-27,blood_1057,546.5
13-28,blood_1058,344.0
13-29,blood_1063,672.0
13-30,blood_1064,418.0
13-31,blood_1066,168.0
13-32,blood_1068,577.5
13-33,blood_1069,1916.5
13-34,blood_1070,206.5
13-35,blood_1077,433.0
13-36,blood_1078,418.0
13-37,blood_1079,580.0
13-38,blood_1083,1062.0
13-39,blood_1084,269.0
13-40,blood_1085,130.0
13-41,blood_1086,180.0
13-42,blood_1093,1613.0
13-43,blood_1095,1250.5
13-44,blood_1097,1788.5
13-45,blood_1103,218.0
13-46,blood_1108,335.0
13-47,blood_1109,132.5
13-48,blood_1112,331.5
13-49,blood_1115,378.5
13-50,blood_1117,90.5
13-51,blood_1118,429.0
13-52,blood_1120,431.5
13-53,blood_1121,2389.5
13-54,blood_1122,341.0
13-55,blood_1123,241.0
13-56,blood_1126,155.0
13-57,blood_1127,1390.5
13-58,blood_1135,433.5
13-59,blood_1136,348.0
13-60,blood_1137,595.0
13-61,blood_1138,663.0
13-62,blood_1141,95.0
13-63,blood_1143,377.0
13-64,blood_1144,1865.0
13-65,blood_1152,499.0
13-66,blood_1158,178.5
13-67,blood_1166,466.0
13-68,blood_1167,596.0
13-69,blood_1169,245.5
13-70,blood_1170,177.5
13-71,blood_1172,6597.0
13-72,blood_1173,740.5
13-73,blood_1176,2333.0
13-74,blood_1179,410.0
13-75,blood_1182,1787.5
14-0,blood_1380,140.5
14-1,blood_1384,1044.0
14-2,blood_1394,158.0
14-3,blood_1397,145.0
14-4,blood_1399,1255.0
14-5,blood_1400,265.5
14-6,blood_1404,396.5
14-7,blood_1406,261.5
14-8,blood_1410,494.0
14-9,blood_1423,177.0
14-10,blood_1427,1660.0
14-11,blood_1428,1360.5
14-12,blood_1439,1394.0
14-13,blood_1440,257.0
14-14,blood_1441,3331.5
14-15,blood_1443,2440.5
14-16,blood_1444,762.0
14-17,blood_1448,605.5
14-18,blood_1451,236.0
14-19,blood_1452,1063.0
14-20,blood_1453,882.5
14-21,blood_1455,2370.5
14-22,blood_1456,217.0
14-23,blood_1457,553.5
14-24,blood_1458,1267.0
14-25,blood_1460,328.5
14-26,blood_1461,907.5
14-27,blood_1462,730.0
14-28,blood_1463,868.5
14-29,blood_1464,1443.0
14-30,blood_1465,348.0
14-31,blood_1466,11322.5
14-32,blood_1467,623.5
14-33,blood_1468,1649.5
14-34,blood_1469,741.0
14-35,blood_1470,482.0
14-36,blood_1471,134.0
14-37,blood_1472,510.5
14-38,blood_1473,303.0
14-39,blood_1474,406.0
14-40,blood_1475,410.5
14-41,blood_1476,1983.0
14-42,blood_1477,94.0
14-43,blood_1478,693.0
14-44,blood_1479,360.5
14-45,blood_1480,701.5
14-46,blood_1481,351.5
14-47,blood_1482,1656.0
14-48,blood_1483,679.0
14-49,blood_1484,534.0
14-50,blood_1485,2298.0
14-51,blood_1486,1569.0
14-52,blood_1487,1886.5
14-53,blood_1488,401.5
14-54,blood_1489,770.0
14-55,blood_1490,298.5
14-56,blood_1491,198.5
14-57,blood_1492,559.5
14-58,blood_1493,768.0
14-59,blood_1494,641.5
14-60,blood_1495,267.5
14-61,blood_1496,1498.0
14-62,blood_1497,709.5
14-63,blood_1498,3281.0
15-0,blood_16,146.5
15-1,blood_17,204.0
15-2,blood_18,399.5
15-3,blood_20,494.0
15-4,blood_23,239.0
15-5,blood_25,125.0
15-6,blood_27,6901.0
15-7,blood_34,224.5
15-8,blood_38,693.0
15-9,blood_39,9886.5
15-10,blood_61,4853.5
15-11,blood_63,582.5
15-12,blood_88,144.0
15-13,blood_91,4732.5
15-14,blood_92,1123.0
15-15,blood_94,3117.5
15-16,blood_100,1000.0
15-17,blood_101,838.0
15-18,blood_103,4533.0
15-19,blood_112,652.5
15-20,blood_115,674.0
15-21,blood_120,219.5
15-22,blood_128,173.0
15-23,blood_131,389.5
15-24,blood_133,344.5
15-25,blood_134,1528.0
15-26,blood_137,155.5
15-27,blood_144,461.5
15-28,blood_147,284.0
15-29,blood_154,189.0
15-30,blood_158,178.5
15-31,blood_164,1971.0
15-32,blood_166,461.5
